authorname	interest1	interest2	interest3	interest4	interest5
Xueyi Wang	support vector machine	cloud computing	resource allocation
Bernhard Sick	computational intelligence	machine learning	pattern recognition
Antonios Gouglidis	access control	security	cyber security
Arne Bang Huseby	risk analysis	reliability	graph theory
Anveshi Charuvaka	machine learning	data mining	bioinformatics
Stjepan Gros	computer networks	operating systems	complex systems
Soumendra Nanda	computer networking	wireless networking	social network analysis
Hung Son Nguyen	data mining	machine learning	rough sets
Gianni Bianchini	robust control	haptics	nonlinear control
Ihsan Rabbi	artificial intelligence	virtual	augmented reality
Zoran Constantinescu	computer science	embedded systems	autonomic computing
Daniel Král	combinatorics	discrete mathematics	graph theory
Brice Rebsamen	robotics	brain computer interface	cognitive sciences
Uttam Ghosh	computer networks	wireless networks	cryptography
Juan Domingo	web mining	data mining	knowledge management
Roi Yehoshua	robotics	artificial intelligence	genetic algorithms
Matteo Magnani	databases	information systems	social network analysis
Gerhard Kurz	state estimation	signal processing	artificial intelligence
Thanh Dang Nguyen	distributed systems	networking	distributed computing
Babak Saleh	computer science	computer vision	machine learning
Craig Valli	digital forensics	network security	cyber security
Visakan Kadirkamanathan	signal processing	system identification	fault detection
Jozef Kapusta	web mining	web application	artificial intelligence
Vijay Bhaskar Semwal	robotics	cellular automata	soft computing
Duc-Hiep Chu	software security	programming languages	formal methods
Pietro Falco	robotics	machine learning	control theory
Sebastian Anita	mathematics	partial differential equations	control theory
Sungho Shin	knowledge engineering	semantic technology	information extraction
Dennis Hui	wireless communications	signal processing	mimo
Alessandro Lenci	computational linguistics	cognitive science	semantics
Moitreya Chatterjee	computer vision	multimodal interaction	machine learning
Claudio Savaglio	computer science	internet of things	autonomic computing
Andrey Rzhetsky	text mining	systems biology	genetics
Alina Campan	data mining	data privacy	databases
Christos Georgoulas	computer vision	embedded systems	robotics
Miodrag M. Spalevic	numerical analysis	approximation theory	scientific computing
Clement Jonquet	ontologies	semantic web	biomedical informatics
Erik Talvitie	reinforcement learning	machine learning	artificial intelligence
Srinivas Devadas	computer security	computer architecture	computer aided design
Mehdi Hosseinzadeh	information technology	data mining	e commerce
Dang Hung Tran	bioinformatics	machine learning	data mining
Xintong Han	computer vision	machine learning	image processing
Ruilong Deng	smart grid	cyber security	wireless sensor network
Krung Sinapiromsaran	knowledge discovery	optimization	business intelligence
Danièle Hauser	economics	psychology	neuroscience
Calton Pu	cloud computing	big data	data management
Yechiel Lamash	medical image analysis	image processing	computer vision
Gürdal Ertek	data mining	information visualization	supply chain management
Jihie Kim	artificial intelligence	computer education	human computer interaction
Foteini Grivokostopoulou	artificial intelligence	intelligent tutoring systems	learning technologies
Kenzo Okuda	communications	network	information theory
Ron Weber	conceptual modeling	ontology	information systems
Pascal Noble	applied mathematics	fluid mechanics	numerical analysis
Antonis Koukourikos	semantic web	natural language processing	linked data
Carl Magnus Olsson	human computer interaction	interaction design	software engineering
Hui Zhang	pattern recognition	biometrics	image processing
András Vörös	formal methods	verification	model checking
Ming Mao	cloud computing	distributed systems	high performance computing
Claudine Chaouiya	computational biology	systems biology	discrete event systems
Ali Paikan	robotics	computer science	software architectures
Tanvir Hussain	simulation	expert systems	artificial neural networks
Qaisar Ayub	routing protocols	congestion control	algorithms
G. Ghidini	big data	internet of things	cloud computing
Daniel Nyga	artificial intelligence	machine learning	natural language understanding
Carlos H. A. Costa	high performance computing	operating systems	code generation
Alexander Lorbert	signal processing	machine learning	optimization
Alberto Brunete	smart environments	robotics	ambient intelligence
Wil Thissen	systems analysis	modeling	simulation
Wotao Yin	optimization	parallel	distributed computation
Konstantinos N. Plataniotis	image processing	signal processing	pattern recognition
Aly Fahmy	artificial intelligence	machine learning	natural language processing
Pirathayini Srikantha	game theory	convex optimization	cyber security
Barney Dalgarno	educational technology	online learning	virtual worlds
Octav Chipara	wireless sensor networks	embedded systems	cyber physical systems
Stefano Galzarano	wireless sensor networks	machine learning	autonomic computing
Zhifa Liu	machine learning	statistical modeling	cloud computing
Deshun Yang	electrical engineering	optimization	computer networks
Hwang Soo Lee	mobile communications	computer networks	signal processing
Alex Simpkins	engineering design	robotics	control theory
Yuliya Tarabalka	image analysis	signal processing	pattern recognition
Xavier Défago	distributed systems	distributed algorithms	fault tolerance
Michele Volpi	remote sensing	computer vision	machine learning
Françoise Tisseur	numerical analysis	numerical linear algebra	mathematics
Mårten Sjöström	signal processing	image processing	video processing
Nikos Triandopoulos	security	privacy	cryptography
Ethan Kim	discrete mathematics	combinatorial optimization	graph theory
Xuyu Wang	deep learning	internet of things	big data
Manfred Eppe	artificial intelligence	robotics	neural networks
Andy Laws	bioinformatics	databases	genomics
Khaled Ammar	database	distributed systems	machine learning
Jonny Farringdon	machine learning	modelling	sensors
Balázs Csanád Csáji	machine learning	system identification	statistics
Haitao Yuan	cloud computing	software defined networking	big data
Gloria Ortega López	computer science	architecture	informatics
Xi Jin	bioinformatics	computational biology	data mining
Budhaditya Deb	machine learning	natural language processing	optimization
Parmeshwar Khurd	image reconstruction	medical image analysis	pattern recognition
Nino Vincenzo Verde	access control	network security	security
Yuchun Li	autonomous systems	hybrid systems	estimation
Andrea Miele	cryptography	computer security	computer architecture
Sean Ryan Fanello	computer vision	machine learning	deep learning
Luis Fernando Pino	concurrency	algorithms	formal verification
Jiaju Zhou	machine learning	data mining	biomedical informatics
Zeyi Wen	high performance computing	data mining	machine learning
Yuanzhu Chen	computer networking	mobile computing	complex networks
Xiuhua Li	wireless communications	resource allocation	optimization
Lewis D. Griffin	computer vision	image processing	image analysis
Sudeep Pillai	computer vision	robotics	machine learning
Ali Talari	compressive sensing	coding theory	signal processing
Julien Schmaltz	formal methods	theorem proving	interconnection networks
Amnon Dekel	software engineering	mobile computing	location based services
Mohammad Aghagolzadeh	signal processing	machine learning	information theory
Faisal Kaleem	network	computer security	cyber security
Bai Zhang	machine learning	bioinformatics	artificial intelligence
Christoph Trattner	information science	recommender systems	data mining
Mohamed Ali Mahjoub	image analysis	pattern recognition	graphical models
Jorge Urrutia	computational geometry	discrete geometry	graph theory
Airi Lampinen	human computer interaction	computer supported cooperative work	privacy
Ryuki Tachibana	speech processing	automatic speech recognition	robotics
Alexis Michael Tourapis	video compression	video processing	motion estimation
Dilek Tapucu	semantic web	text mining	recommender systems
Abel Gordon	virtualization	computer architecture	operating systems
Silvia Heinz	human computer interaction	usability	user experience
Mats G. Larson	finite element methods	computational mathematics	partial differential equations
Franco Turini	data mining	artificial intelligence	database
Ali Abdi	communication	signal processing	systems biology
Loïc Baboulaz	signal processing	image processing	computational photography
Fudong Li	biometrics	digital forensics	access control
Meelis Kull	machine learning	data mining	bioinformatics
Parikshit Gopalan	theoretical computer science	algorithms	boolean functions
Ali Pour Yazdanpanah	image processing	computer vision	compressive sensing
Richárd Farkas	natural language processing	information extraction	machine learning
Rama Bhargava	computational fluid dynamics	finite element	computer graphics
Antonio Celesti	distributed systems	cloud computing	cloud security
Tingkai Sun	pattern recognition	machine learning	bioinformatics
Foued Jrad	cloud computing	grid computing	distributed systems
Josiah Poon	machine learning	data mining	text mining
Gao Cong	data management	databases	data mining
Bengt Oelmann	embedded systems	wireless sensor networks	low power electronics
Reza Shahnazi	nonlinear control	computational intelligence	fault diagnosis
Guoqing (Harry) Xu	programming languages	compilers	distributed systems
Bruno Ribeiro	machine learning	data mining	social network analysis
Ali Saman Tosun	storage systems	networking	databases
Tim Neumann	visualization	computer graphics	computer vision
Eric Norige	algorithms	data structures	network security
Carl Bracken	combinatorics	finite fields	coding theory
Roland Philippsen	robotics	artificial intelligence	motion planning
Daniel Zappala	networking	security	usability
Gholamreza Khalaj	materials science	engineering	mechanical properties
Eirini Spyropoulou	data mining	machine learning	big data
Yogeshwer Sharma	online learning	distributed systems	combinatorial optimization
Joseph Shtok	image processing	medical imaging	computer vision
Mary Webb	education	computer science education	information technology
Jianbin Xiong	data fusion	image processing	fault diagnosis
Arindam Jati	pattern recognition	machine learning	image processing
Daniel Fabbri	database	data mining	privacy
Mehdi Amoui	software engineering	software evolution	software quality
Tapalina Bhattasali	software engineering	security	privacy
César Andrés	formal methods	testing	data mining
Masoumeh Kazemi Zanjani	stochastic optimization	operations research	supply chain management
Guan Gui	deep learning	compressive sensing	communications
Salem Alelyani	artificial intelligence	machine learning	data mining
Matthias Sperber	speech recognition	machine translation	machine learning
Khalifeh AlJadda	data mining	machine learning	big data
Giorgos Margaritis	information retrieval	search engines	file systems
Dominik Meidner	partial differential equations	optimal control	numerical analysis
Jens Pfau	artificial intelligence	multi agent systems	agent based modelling
Ghazaleh Khodabandelou	data mining	machine learning	deep learning
Juan L. Aragón	computer architecture	energy efficiency	reliability
Xiaobin Wu	wireless networking	communications	mobile computing
David Ruau	bioinformatics	health informatics	biomedical informatics
Johan Segers	statistics	probability	stochastic processes
Animesh Trivedi	distributed systems	networking	operating systems
Jan Terje Karlsen	project management	risk management	knowledge management
Roberto Cordeschi	cognitive science	artificial intelligence	decision making
Robert Peharz	machine learning	signal processing	computer vision
Rita Cucchiara	computer vision	pattern recognition	deep learning
Simon Jupp	ontology	semantic web	bioinformatics
Ralf Lübben	computer networks	performance evaluation	measurements
Antonio Navarro Pérez	automated reasoning	program analysis	artificial intelligence
Saku Kukkonen	evolutionary computation	differential evolution	multi objective optimization
Wooi Ping Cheah	soft computing	knowledge engineering	software engineering
Stephen McLaughlin	signal processing	communications	wireless communications
Ad Feelders	data mining	machine learning	pattern recognition
Ratnadip Adhikari	pattern recognition	artificial intelligence	big data
Laura Antanas	artificial intelligence	machine learning	computer vision
Thanasis Vergoulis	cloud computing	databases	data management
Alexander Wiebel	scientific visualization	virtual	augmented reality
Hiroshi Takemura	biomechanics	robotics	image processing
Drazen Brdjanin	software engineering	databases	business modeling
Jhimli Adhikari	data mining	artificial intelligence	software engineering
Iman Zamani	hybrid systems	systems biology	fuzzy systems
Chen Wang	compiler optimization	computer architecture	parallelization
Pramod Kumar Singh	multi objective optimization	data mining	machine learning
Santiago Segarra	networks	machine learning	signal processing
Julian J. McAuley	social networks	data mining	recommender systems
Lev Muchnik	social networks	social media	big data
Volker Sander	distributed computing	cloud computing	grid computing
Mansour Sheikhan	neural networks	speech processing	intelligent systems
Geli Fei	data mining	text mining	sentiment analysis
Hoda Akbari	algorithms	distributed processes	computational geometry
Hamid Eslami	intelligent system	business intelligence	decision support system
Lin Huang	information visualization	visual analytics	graph drawing
Prashanth P. Bungale	virtualization	operating systems	distributed systems
Alexandru Paul Condurache	machine learning	pattern recognition	computer vision
Zoran Kalafatic	computer vision	pattern recognition	machine learning
Mathias Weller	graph theory	bioinformatics	algorithmics
Francesco De Pellegrini	computer science	networking	performance evaluation
Fouad Zablith	information science	semantic web	linked data
Jaimie Murdock	artificial intelligence	cognitive science	information retrieval
Qi Alfred Chen	system security	network security	computer networks
Cherif Foudil	web services	network	artificial life
Ramaswamy Savitha	machine learning	artificial intelligence	neural networks
Abdelghani Bekrar	operational research	optimization	artificial intelligence
Avishek Anand	type theory	formal verification	robotics
Traian Rebedea	artificial intelligence	natural language processing	machine learning
Sadegh Nobari	data management	algorithms	social networks
Yifei Ma	database	distributed system	operating system
Bong Joon Choi	mobile network	energy efficiency	smart grid
Manghui Tu	digital forensics	cloud computing	distributed computing
Ivan Madjarov	databases	data integration	web services
Kuan Zhang	security	privacy	smart grid
Gunther Eysenbach	health informatics	internet	social media
Junghee Lim	computer security	program analysis	program verification
Markus Reischl	image processing	signal analysis	data mining
Ibrahim Gokcen	machine learning	artificial intelligence	text mining
Masahiro Hamasaki	social media	semantic web	web mining
Dvijesh Shastri	affective computing	human computer interaction	signal analysis
James Taylor	bioinformatics	computational biology	genomics
John Rachlin	artificial intelligence	bioinformatics	evolutionary computing
Yuri Nishikawa	computer science	artificial intelligence	dialogue systems
Gregory van Seghbroeck	web services	big data	cloud computing
Aleardo Manacero	simulation	high performance computing	computer science education
Prabhat Mishra	embedded systems	design automation	trust
Marcin Pietranik	ontologies	semantic web	knowledge management
Benoît Otjacques	visual analytics	information visualization	human computer interaction
Pritam Gundecha	data mining	machine learning	natural language processing
Victor de Boer	semantic web	linked data	artificial intelligence
Nicolás Rosner	software engineering	formal methods	distributed systems
Stefan Haufe	machine learning	signal processing	neuroimaging
Maria di Mascolo	stochastic modelling	performance evaluation	operations research
Sina Lashgari	information theory	probability	statistics
Matanya B. Horowitz	robotics	convex optimization	computer vision
Torsten Reiners	simulation	virtual worlds	operations research
Kerem Altun	human robot interaction	multimodal interaction	signal processing
Daniel Díaz	security	multimedia	ubiquitous computing
Babins Shrestha	computer security	biometrics	authentication
Ugo Scaiella	information retrieval	machine learning	data mining
Susanna Donatelli	petri nets	performance evaluation	bioinformatics
Paula Herber	embedded systems	formal methods	verification
Kevin Y. Yip	bioinformatics	computational biology	data mining
Christian Kuehn	applied mathematics	differential equations	dynamical systems
Georgios Kalogridis	information security	data privacy	data mining
Rahul Khanna	machine learning	algorithms	wireless sensor networks
Mahmoud Ammar	computer vision	machine learning	image processing
Daniel Toth	image processing	computer vision	machine learning
Monalisa Mandal	bioinformatics	computational biology	soft computing
Tianyong Hao	question answering	text mining	natural language processing
Chengyu Song	security	operating system	program language
Magnus Fontes	mathematical modelling	bioinformatics	statistical learning
Xia Lei	virtualization	operating systems	high performance computing
Craig Reynolds	computer graphics	artificial life	evolutionary computation
Filip Radulovic	artificial intelligence	recommender systems	semantic web
Son Nguyen	data mining	machine learning	rough sets
Esa Alhoniemi	data mining	statistics	machine learning
Weihong Guo	image processing	image reconstruction	optimization
Eryun Liu	computer vision	image processing	biometrics
Kelvin Lopes Dias	cognitive radio	cloud computing	software defined networks
Kiam Cheng How	cognitive radio	wireless communication	network security
Julian Habigt	image processing	computer vision	information fusion
Alexis Battle	computational biology	machine learning	probabilistic modeling
Fabrizio Milazzo	human computer interaction	affective computing	networks security
Pablo Barros	artificial intelligence	robotics	affective computing
Jens Lehmann	machine learning	semantic web	artificial intelligence
Kanishka Tyagi	deep learning	neural networks	machine learning
Ljubomir Perkovic	graph theory	computational geometry	distributed algorithms
Huai Li	signal processing	speech	multimedia
Kraisak Kesorn	information retrieval	decision support system	data warehouse
Krassen Stefanov	e learning	digital libraries	computer networks
Amol A. Deshmukh	human robot interaction	social robotics	artificial intelligence
Laurence Tianruo Yang	parallel	distributed computing	ubiquitous computing
Benoît Eynard	mechanical engineering	industrial engineering	engineering design
Michal Sorel	image processing	image restoration	machine learning
Yuguang Fang	wireless networks	mobile computing	social networks
Mahdi Ghamkhari	optimization	electricity market	power systems
Takeshi Shakunaga	computer vision	pattern recognition	face recognition
Widyawardana Adiprawita	robotics	embedded system	artificial intelligence
Guido de Croon	robotics	computer vision	artificial intelligence
Owen White	bioinformatics	genomics	systems biology
Hrvoje Dzapo	sensors	measurement	embedded systems
Steven Schirra	user experience	human computer interaction	human factors
Malachi Griffith	bioinformatics	cancer	genomics
Yair Poleg	computer vision	computer graphics	computational photography
Knut Hüper	mathematics	physics	electrical engineering
Said Pertuz	computer vision	biomedical imaging	image processing
Liucheng Guo	artificial intelligence	machine learning	reconfigurable computing
Massimo Selva	computer science	image processing	remote sensing
Mariam Kiran	cloud computing	virtualization	software engineering
Fabian Abel	recommender systems	information retrieval	user modeling
Bart Vandereycken	numerical analysis	numerical linear algebra	scientific computing
Shunping Huang	data mining	machine learning	bioinformatics
Timo Stegemann	semantic web	linked data	information visualization
Juan Enrique Garrido	collaboration	context awareness	healthcare
Daniele Vilone	physics	complex systems	game theory
Tetsutaro Uehara	security	privacy	digital forensics
Sabri Boughorbel	machine learning	pattern recognition	data mining
Ali Fanian	computer networks	next generation networks	network security
Hao Xiao	software engineering	program analysis	verification
Marcin Werla	digital libraries	software architecture	distributed systems
Yuri Owechko	computer vision	machine learning	compressive sensing
Tahir Azim	distributed systems	virtual worlds	sensor networks
Stan Kurkovsky	mobile computing	software engineering	computer science education
Marco Faella	formal methods	verification	game theory
Bibhas Chandra Dhara	image processing	video processing	pattern recognition
Christian Thurau	machine learning	deep learning	data mining
Eugene Vecharynski	numerical linear algebra	information retrieval	high performance computing
Asimakis Lykourgiotis	mobile computing	multimedia	mobility management
Abhishek Thakur	speech	video processing	wireless communication
Xinping Yi	information theory	communications	graph theory
S. N. Omkar	biomechanics	image processing	neural network
Beth Plale	data management	distributed systems	cloud computing
Aymen Elkhlifi	information extraction	ontology	artificial intelligence
Jory Denny	robotics	artificial intelligence	motion planning
Shaoxuan Wang	big data	cloud computing	virtual reality
Iván Vladimir Meza Ruiz	computational linguistics	natural language processing	speech recognition
Matthieu Molinier	remote sensing	machine learning	time series
Carlos Turro	e learning	multimedia	wireless networks
Ilias Theodorakopoulos	pattern recognition	computer vision	graph theory
David John Hill	networks	power systems	stability
Xiang Chen	software engineering	information retrieval	information visualization
Yuhanis Yusof	data mining	swarm intelligence	information retrieval
Mengyang Yu	computer vision	machine learning	data mining
Omprakash Gnawali	computer networks	sensor networks	distributed systems
Djamel Djenouri	wireless sensor networks	internet of things	mobile networks
Brandon Malone	artificial intelligence	bioinformatics	bayesian networks
Farah Kandah	computer network	cloud computing	network security
Anna Polychroniou	artificial intelligence	machine learning	signal processing
Alexis Morris	artificial intelligence	brain computer interfaces	multi agent systems
Jiheng Zhang	stochastic modeling	optimization	data analysis
Radek Píbil	artificial intelligence	game theory	video games
Sainyam Galhotra	data mining	algorithms	machine learning
Fahim Kawsar	internet of things	pervasive computing	distributed systems
Jørgen Villadsen	logic	artificial intelligence	multi agent systems
Panagiotis Tsanakas	parallel	distributed systems	algorithms
Hossein Hojjat	formal methods	concurrency	software verification
Shlomo Engelberg	control theory	applied mathematics	signal processing
Insuk Lee	bioinformatics	systems biology	genomics
Shalini Chandra	virtual worlds	trust	personality
El Habib Nfaoui	information retrieval	semantic web	social networks
Salil Kashyap	wireless communications	signal processing	cognitive radio
Alessandro Bevilacqua	computer vision	pattern recognition	image processing
Aurélien Bourquard	signal processing	image processing	compressed sensing
Nazri Mohd Nawi	data mining	artificial neural networks	soft computing
Line Juhl	model checking	complexity	automata theory
Mihail Pivtoraiko	artificial intelligence	motion planning	control theory
Jonathan Pascalie	artificial life	complex systems	computational biology
Tran Van Long	information visualization	data mining	machine learning
Xiatian Zhu	computer vision	pattern recognition	deep learning
Alireza Borhani	mobile communications	wireless networks	information theory
Samaneh Ghandali	high level synthesis	verification	debugging
Andrew Blaich	security	access control	networking
Claude Chaudet	internet of things	security	privacy
Xinxing Xu	artificial intelligence	computer vision	support vector machine
Hiroyuki Hisamatsu	sensor network	wireless communication	congestion control
Fabio Schoen	global optimization	machine learning	vehicle routing
Hai Tao	wireless networks	cognitive radios	mobile computing
T. K. Ho	statistics	pattern recognition	machine learning
Maria Moundridou	educational technology	intelligent tutoring systems	user modelling
Shengkai Zhang	wireless sensor networks	computer networks	affective computing
Mohammad Ataei	optimization	soft computing	decision making
Dimitar Hristovski	medical informatics	bioinformatics	text mining
Yongyi Ran	stochastic optimization	mobile computing	future internet
George Roussos	pervasive computing	mobile computing	internet of things
Wenjun Tan	medical image analysis	computer vision	medical imaging
Chern Hong Lim	artificial intelligence	machine learning	image processing
Vali Derhami	reinforcement learning	machine learning	fuzzy systems
Mauricio Kugler	signal processing	machine learning	neural networks
Víctor Méndez Muñoz	big data	scientific computing	distributed computing
Kathy Lynch	mobile learning	information systems	education
Seunghwa Kang	high performance computing	parallel algorithm	computational biology
Shahryar Rahnamayan	evolutionary computation	multi objective optimization	machine learning
M. M. Fraz	medical image analysis	computer vision	machine learning
P. P. Deepthi	cryptography	signal processing	communication
Zhifu Sun	bioinformatics	genomics	cancer
David Hardin	formal verification	computer architecture	java
Ciera Jaspan	software engineering	programming languages	computer science education
Dariusz Pierzchala	computer simulation	operational research	graph theory
Paul Goulart	automatic control	optimization	embedded systems
Thimoty Barbieri	computer graphics	assistive technologies	mobile applications
Mahsa Baktashmotlagh	machine learning	computer vision	statistics
Johann Petrak	natural language processing	information extraction	machine learning
Oscar Peña	linked data	visualization	data analysis
Rong Pan	big data	machine learning	natural language processing
Moonju Park	real time systems	operating system	embedded systems
Francesco Trovò	machine learning	online learning	computational intelligence
Neha Narula	distributed systems	web applications	databases
Qingyu Yang	fault diagnosis	smart grid	cyber physical systems
Licheng Yu	computer vision	natural language processing	image processing
Christine Greenhow	social media	educational technology	social networking
Shihao Ji	machine learning	deep learning	signal processing
Frank Sehnke	artificial intelligence	reinforcement learning	robotic
Giuliano Laccetti	parallel computing	cloud computing	high performance computing
Michael Karg	artificial intelligence	robotics	computer science
Jonathan Wu	pattern recognition	computer vision	image processing
Meredith Ringel	human computer interaction	computer supported cooperative work	social computing
Nirmal Baran Hui	robotics	fuzzy logic	neural network
Faicel Hnaien	inventory control	scheduling	stochastic optimization
Christopher McCool	computer vision	pattern recognition	biometrics
Youlian Pan	data mining	machine learning	bioinformatics
Geoffray Bonnin	recommender systems	user modeling	data mining
Rémi Coulom	machine learning	neural networks	artificial intelligence
Tyrone Vincent	control systems	system identification	estimation
Niladhuri Sreenath	optical networks	distributed systems	network security
Paolo Pin	economics	game theory	social networks
Anna Derezinska	software engineering	model driven development	software testing
Andreas Lochbihler	security	formal methods	theorem proving
Steffen Oeltze	visualization	visual analytics	computer graphics
Antoine Zimmermann	semantic web	knowledge representation	linked data
Ahsanul Haque	anomaly detection	cyber physical systems	data mining
Christian Johansson	privacy	concurrency	formal methods
Xiaoheng Deng	distributed computing	wireless networking	social computing
Anantha Simha	wireless networks	internet of things	software defined networks
Philipp Schoessler	human computer interaction	design	computer science
Daniela Moctezuma	artificial intelligence	computer vision	pattern recognition
Zhongyu Lou	computer vision	machine learning	pattern recognition
Ahmad Kamran Malik	access control	social network analysis	privacy
Chafika Benzaid	sensor networks	computer security	digital forensics
Cédric Westphal	networking	communications	wireless networks
Klaus Kofler	gpgpu	compiler	machine learning
Kyle Koh	human computer interaction	information visualization	virtual reality
Manas Khatua	wireless networks	wireless sensor networks	network security
Ali Eslami	computer vision	machine learning	artificial intelligence
Steven Gianvecchio	networks	network security	machine learning
Mei Yii Lim	artificial intelligence	pervasive computing	mobile computing
Morten Stöckel	algorithms	data structures	combinatorics
Andrea Margheri	cyber security	access control	formal methods
Prem Prakash Jayaraman	internet of things	big data	cloud computing
Filiz Bunyak	computer vision	image processing	pattern recognition
Sergei Chubanov	linear programming	convex optimization	combinatorial optimization
Jan Sedivý	speech recognition	mobile applications	machine learning
Partha Garai	computational intelligence	data mining	pattern recognition
Raphael Eidenbenz	distributed computing	game theory	real time systems
Anne Persson	information systems	requirements engineering	enterprise modeling
Kyubum Lee	data mining	biomedical informatics	text mining
Nitin Saxena	complexity theory	algebra	number theory
Olegs Verhodubs	ontologies	semantic web	expert systems
Edmund Chattoe	simulation	social networks	decision making
Assaad Moawad	security	privacy	reasonning
Damian Giaouris	nonlinear dynamics	power systems	smart grids
Mohamed Osama Ahmed	machine learning	optimization	signal processing
Lemai Nguyen	information systems	health informatics	requirements engineering
Yansheng Li	machine learning	computer vision	remote sensing
Alex Orailoglu	computer aided design	test	fault tolerance
Tomás Vyskocil	complexity theory	optimization	combinatorics
Yannis Christodoulou	knowledge representation	ontologies	visualization
Iehab Al Rassan	cloud computing	web services	security
Dejan Gjorgjevikj	machine learning	pattern recognition	software engineering
Emre Akbas	computer vision	deep learning	machine learning
Caspar Ryan	adaptive systems	mobile computing	pervasive computing
Jekanthan Thangavelautham	robotics	neural networks	deep learning
Stefan Schneegass	human computer interaction	pervasive computing	wearable computing
Douwe Kiela	natural language processing	machine learning	artificial intelligence
Jyotirmoy Banerjee	medical image analysis	computer vision	pattern recognition
Hiroshi Saruwatari	speech processing	audio signal processing	signal processing
Yanyong Zhang	sensor networks	mobile computing	distributed computing
Benoit Larose	theoretical computer science	algebra	graph theory
Brijesh Dongol	verification	formal methods	concurrency
Raquel Ureña	soft computing	fuzzy logic	machine learning
Youngmok Yun	robotics	machine learning	biomechanics
Pontus Stenetorp	natural language processing	computational linguistics	machine learning
Sean Treichler	programming languages	compilers	architecture
Victor Heorhiadi	computer security	networking	distributed systems
Herve Lombaert	medical image analysis	shape analysis	computer vision
Peter Fontana	data analysis	model checking	formal verification
Kazuki Kozuka	activity recognition	image retrieval	medical image
Benjamin Werner	logic	computer science	type theory
Pablo Rivas-Perea	deep learning	big data	pattern recognition
Yanshan Wang	information retrieval	biomedical informatics	natural language processing
Michele Bugliesi	static analysis	program verification	security
Everton L. G. Alves	software engineering	testing	modeling
Xinuo Chen	distributed system	peer to peer	parallel computing
Taraneh Khazaei	machine learning	natural language processing	social computing
Robert Coop	artificial intelligence	machine learning	reinforcement learning
Mona Safar	reconfigurable computing	computer aided design	verification
Marta Oliva	human computer interaction	user experience	semantic web
Soumi Chattopadhyay	formal methods	logic	automated reasoning
Yubo Chen	marketing	social networks	big data
Archana Sapkota	computer vision	machine learning	face recognition
Xiaoying Bai	software engineering	software testing	service oriented computing
Liang Peng	electronic commerce	knowledge management	intelligent systems
Tim Rocktäschel	machine learning	deep learning	natural language processing
Pedro Javier del Cid	wireless sensor networks	artificial intelligence	middleware
Jaemin Han	wireless networks	communications	information theory
Elisa Chiabrando	machine learning	artificial intelligence	user modelling
David Gossow	robotics	computer vision	artificial intelligence
Andy Ward	mobile computing	networking	user interfaces
Bo Bernhardsson	automatic control	information theory	applied mathematics
Zubair Shah	machine learning	pattern recognition	big data
Srinivasan Janarthanam	natural language processing	dialogue systems	user modelling
Junjie Qin	power systems	economics	machine learning
Songqing Zhao	information theory	video processing	pattern recognition
Josip Cesic	autonomous systems	robotics	signal processing
Elsa Andrea Kirchner	artificial intelligence	robotic	brain computer interfaces
Michael Schuster	speech recognition	machine learning	statistical models
Mordechai Guri	security	cyber security	operating systems
Domenico Lembo	artificial intelligence	knowledge representation	databases
Neda Alipanah	data integration	cloud computing	web services
Mahdi Aliyari Shoorehdeli	fault diagnosis	fuzzy systems	system identification
Gabriel Oltean	computational intelligence	optimization	modeling
Zhilei Xu	programming languages	distributed systems	high performance computing
Ramji Srinivasan	machine learning	pattern recognition	signal processing
Maarten Van Segbroeck	machine learning	deep learning	artificial intelligence
Hawoong Jeong	complex systems	networks	computational physics
Alexis Drogoul	agent based modeling	complex systems	multi agent systems
Mohammad Azzeh	software engineering	machine learning	data mining
Miguel Ceriani	semantic web	linked data	bioinformatics
Nicolas Stoiber	computer vision	computer animation	computer graphics
Georgina Cosma	information retrieval	sentiment analysis	computational intelligence
Farshad Nourbakhsh	machine learning	computer vision	graph theory
Marjan Kaedi	electronic commerce	user modeling	optimization
Markus Tatzgern	augmented reality	mixed reality	visualization
Thomas Kelder	systems biology	bioinformatics	computational biology
Jakub Zavrel	natural language processing	information extraction	information retrieval
Darya Chyzhyk	computer science	neuroscience	medical image analysis
Udi Boker	formal verification	logic	computational models
Tudor Barbu	video processing	computer vision	biometrics
Raphaël Rubino	natural language processing	machine learning	machine translation
Hossein Azari Soufiani	statistics	machine learning	economics
Morgan Harvey	information retrieval	recommender systems	social media
Patrice Clemente	computer security	intrusion detection	operating systems
Muhammad R. Abid	human computer interaction	computer vision	formal languages
Andrea Vitaletti	wireless sensor networks	mobile applications	distributes computing
Daniel Kostrzewa	evolutionary algorithms	data mining	machine learning
Ekawat Homsirikamol	computer engineering	algorithms	design automation
Dharmashankar Subramanian	stochastic optimization	statistical learning	mathematical modeling
Matthew Shreve	computer vision	biometrics	pattern recognition
N. V. Kalyankar	image processing	data mining	genetic algorithms
Federico Buti	system biology	formal methods	concurrency
Jouni Pohjalainen	speech	audio signal processing	pattern recognition
Mihail Mihaylov	smart grids	multi agent systems	artificial intelligence
Christoph Paasch	computer networks	operating systems	networking
Giovanni Ulivi	robotics	sensor fusion	soft computing
Alfredo Pironti	security protocols	formal methods	software engineering
Neda Nasiriani	computer network	embedded systems	cyber physical systems
